Date/Time,Stat. Method,Total Nodes,Total Faulty Nodes,Node Avg. Value Range,Faulty Value Range,Detection Acc.,False Alaram Rate,False Positive Rate,Avg. Stat Cal. Time,Energy
2022-11-28 00:44:29.110461,MAD,100,25,"(23.5, 25.3)",25,25,"(53.2, 80.2)",0.76,0.12,0.0,2.200603485107422e-06,0
